Ticker,Nom,SUB_IND_GICS,IND_GICS,REGION_NAME,CUR_MKT_CAP,CURR_ENTP_VAL,NET_INCOME_FIRM,SALES_REV_TURN,NET_REV,GROSS_PROFIT,EBIT,EBITDA,NET_DEBT,CURRENT_EV_TO_T12M_EBIT,CURRENT_EV_TO_T12M_EBITDA,PX_TO_SALES_RATIO,TRAIL_12M_NET_SALES,CURRENT_EV_TO_12M_SALES,PE_RATIO,NUM_OF_EMPLOYEES,SUSTAIN_GROWTH_RT,PROF_MARGIN,Unnamed: 23
F,Ford Motor Co,Automobile Manufacturers,Consumer Discretionary,United States,63527387412.0,47548.38741,,136341.0,,16438.0,4523.0,12269.0,-16082.0,10.51257736,3.875490049,0.464399447,136341.0,0.348746066,9.968664382,183000.0,40.18657476,13.15598389,
LNTH,Lantheus Holdings Inc,Health Care Supplies,Health Care,United States,3415451868.0,3510.542868,,425.208,,187.695,-60.825,-16.225,95.091,,,8.003147623,425.208,8.256060253,,588.0,,-16.76332524,
NEE,NextEra Energy Inc,Electric Utilities,Utilities,United States,156215000000.0,218869.8744,4703.8,17069.0,,12542.0,2913.0,7125.0,54188.0,74.62847808,30.71857886,9.167186936,17069.0,12.82265361,32.42900835,13900.0,3.571878416,20.93268498,
BEN,Franklin Resources Inc,Asset Management & Custody Banks,Financials,United States,13557358422.0,19069.05842,,8425.5,8425.5,,1875.0,2380.6,3231.0,9.423333871,7.904272921,1.527422262,8654.4,2.203394623,6.200845382,10300.0,11.69553873,21.73402172,
HASI,Hannon Armstrong Sustainable Infrastruct,Mortgage REITs,Financials,United States,3855256476.0,6143.779476,,213.166,213.166,,139.788,154.905,2266.726,43.95069302,39.66159566,16.89243376,213.166,28.82157322,26.84914026,97.0,4.837257441,59.38048282,
FCX,Freeport-McMoRan Inc,Copper,Materials,United States,66017964276.0,76757.96428,4727.29782,22845.0,,8815.0,8366.0,10406.0,1701.0,9.162409238,7.37631792,2.921008548,22845.0,3.359945908,15.22863798,24700.0,28.48817885,18.84876341,
ATCX,Atlas Technical Consultants Inc,Research & Consulting Services,Industrials,United States,423969200.1,884.6832001,,468.217,,222.503,-2.256,23.801,264.958,38.85472353,17.75509664,0.329647012,519.264,1.703725273,4.559869361,3200.0,,-2.368346301,
TGNA,TEGNA Inc,Broadcasting,Communication Services,United States,4960361988.0,8252.308988,621.6192589,2991.093,,1392.334,802.216,947.868,3275.818,10.22058535,8.706179539,1.657035809,2991.093,2.758961018,10.41020069,6200.0,17.44917488,15.94584321,
GPS,Gap Inc/The,Apparel Retail,Consumer Discretionary,United States,5268719773.0,10642.71977,,16670.0,,6637.0,810.0,1314.0,5374.0,9.563584073,8.099482323,0.317988715,16670.0,0.638435499,9.47253847,129000.0,,1.535692861,
VALU,Value Line Inc,Financial Exchanges & Data,Financials,United States,570539232.0,526.243232,,40.392,,,,,,,,14.3132301,39.993,13.15838352,26.06319025,,30.47211164,57.63517528,
GD,General Dynamics Corp,Aerospace & Defense,Industrials,United States,64903568847.0,76475.56885,3619.449522,38469.0,,6408.0,4163.0,5358.0,11572.0,18.18980257,14.27315581,1.70331139,38469.0,1.987979122,20.23549794,103100.0,12.73890735,8.466557488,
GIS,General Mills Inc,Packaged Foods & Meats,Consumer Staples,United States,38128695507.0,50621.79551,2673.33535,18127.0,,6448.3,3144.8,3878.8,11501.2,16.7682916,14.01489355,2.077304057,18607.5,2.720504931,16.88764044,35000.0,11.88644509,12.90781707,
CELH,Celsius Holdings Inc,Soft Drinks,Consumer Staples,United States,3280646061.0,3265.763506,8.965644486,314.271559,,128.168524,-4.089516,-2.829631,-14.882555,,,10.31890593,314.271559,10.39153373,182.4999968,154.0,11.96994613,1.252825427,
BFLY,Butterfly Network Inc,Health Care Equipment,Health Care,United States,750036039.1,356.2760391,,62.565,,17.054,-192.728,-187.711,-393.76,,,10.12421634,62.564,5.694494351,,,,-51.80052745,
GPC,Genuine Parts Co,Distributors,Consumer Discretionary,United States,17511946860.0,20288.90686,945.3264141,18870.51,,6634.136,1162.92,1790.119,2764.412,17.12812835,11.33383136,0.93762738,18870.51,1.075164734,17.82730086,50000.0,14.68695282,4.762934335,
GWW,WW Grainger Inc,Trading Companies & Distributors,Industrials,United States,24707091130.0,27514.09113,1108.264646,13022.0,,4720.0,1547.0,1806.0,2521.0,17.75667488,15.23482344,1.927159945,13022.0,2.112892884,24.47836656,24200.0,36.81284138,8.009522347,
HAL,Halliburton Co,Oil & Gas Equipment & Services,Energy,United States,32663074643.0,39964.07464,,15295.0,,2016.0,1800.0,2974.0,7286.0,21.58699826,13.43781932,2.120996595,15295.0,2.612884906,34.941943,40000.0,23.71363086,9.525988885,
HOG,Harley-Davidson Inc,Motorcycle Manufacturers,Consumer Discretionary,United States,5905936277.0,11186.04328,674.5987486,5336.308,,1875.028,823.439,1009.124,5280.107,13.56975444,11.08490461,1.105664537,5336.308,2.096213951,8.67927983,5800.0,-2.135495391,12.18115596,
LHX,L3Harris Technologies Inc,Aerospace & Defense,Industrials,United States,48168419601.0,55271.4196,2075.265002,17814.0,,5376.0,2109.0,3248.0,6997.0,25.81631169,17.01706269,2.818687179,17814.0,3.10269561,24.80949885,47000.0,5.443556122,10.36263613,
PEAK,Healthpeak Properties Inc,Health Care REITs,Real Estate,United States,17538170210.0,24385.05321,,1896.184,,,315.315,1017.803,6216.249,77.3355318,23.95851968,9.242793535,1896.184,12.86006696,,196.0,-41.56959282,26.66091476,
HP,Helmerich & Payne Inc,Oil & Gas Drilling,Energy,United States,4376332675.0,4477.304675,,1218.568,,-158.896,-428.549,4.863,-40.263,,126.6027053,3.235403587,1381.973,3.239791714,,5932.0,,-26.76502255,
HSY,Hershey Co/The,Packaged Foods & Meats,Consumer Staples,United States,42458382130.0,47505.20113,1584.642839,8971.337,,4048.598,2043.722,2403.168,5046.819,23.14516249,19.76774039,4.766678914,8971.337,5.295219779,28.95978082,16620.0,26.40694559,16.4692509,
HRL,Hormel Foods Corp,Packaged Foods & Meats,Consumer Staples,United States,27364329998.0,29841.417,943.8000858,11386.189,,1927.906,1122.599,1372.998,2817.32,25.4130636,21.07596522,2.273031297,11969.4,2.493142263,28.0876558,20000.0,5.577253812,7.981941983,
CNP,CenterPoint Energy Inc,Multi-Utilities,Utilities,United States,17882174654.0,34032.17465,1940.205656,8352.0,,6017.0,1363.0,2687.0,15350.0,24.95297303,12.66549113,1.985482888,8352.0,4.074733555,24.72281456,9418.0,,17.79214559,
HUM,Humana Inc,Managed Health Care,Health Care,United States,54853225017.0,51110.22502,3211.859273,83064.0,,13865.0,3148.0,3861.0,-3766.0,16.23577669,13.23756152,0.670503838,83064.0,0.615311387,16.31938192,95500.0,,3.531012232,
ITW,Illinois Tool Works Inc,Industrial Machinery,Industrials,United States,64685127561.0,71040.12756,2857.616356,14455.0,,5966.0,3477.0,3958.0,6354.0,20.40924472,17.94849105,4.50580877,14455.0,4.91457126,25.78149337,45000.0,29.50830114,18.63714978,
CURV,Torrid Holdings Inc,Apparel Retail,Consumer Discretionary,United States,820184029.2,1364.673029,,,,,-0.005,,-1e-05,,,,,,,,,,
TT,Trane Technologies PLC,Building Products,Industrials,Ireland,35152153457.0,38295.55346,1613.575708,14136.4,,4469.6,2023.3,2491.0,3126.2,18.83535563,15.37356622,2.550594181,14136.4,2.709003244,25.01587246,37000.0,12.8891882,10.06904162,
IPG,Interpublic Group of Cos Inc/The,Advertising,Communication Services,United States,13512826628.0,15120.22663,1090.234686,10240.7,,9107.9,1436.2,2004.9,1528.6,10.0972496,7.541636305,1.316526311,10240.7,1.4764837,14.11847385,55600.0,20.78843088,9.304051481,
IFF,International Flavors & Fragrances Inc,Specialty Chemicals,Materials,United States,30187777372.0,41810.77737,497.7711864,11656.0,,3735.0,585.0,1909.0,11483.0,69.70789201,21.90192633,2.464022787,11656.0,3.587060516,45.67364241,24000.0,-15.45495694,2.316403569,
J,Jacobs Engineering Group Inc,Research & Consulting Services,Industrials,United States,16420857601.0,19839.2006,521.0200664,14092.632,,3043.772,688.089,1086.556,2809.912,30.45236883,18.40760439,1.172785879,14091.421,1.407892121,20.6823216,55000.0,4.529037948,3.384960311,
CSTE,Caesarstone Ltd,Building Products,Industrials,Israel,389875753.7,460.8327537,25.80996945,643.892,,171.498,27.429,62.836,76.544,14.57826282,7.333897029,0.605775017,643.892,0.715698834,19.06831357,1999.0,3.82702188,2.945525026,
K,Kellogg Co,Packaged Foods & Meats,Consumer Staples,United States,20572660524.0,28510.66052,1657.234995,14181.0,,4560.0,1752.0,2358.0,7443.0,16.11734724,12.091035,1.455290552,14182.0,2.010483078,15.19118578,31000.0,23.66308798,10.49291305,
KMB,Kimberly-Clark Corp,Household Products,Consumer Staples,United States,40603239194.0,49653.23919,2014.88809,19440.0,,5988.0,2561.0,3499.0,8827.0,19.2664629,14.19069425,2.09070057,19440.0,2.554178971,19.16014038,45000.0,-23.48296061,9.33127572,
KIM,Kimco Realty Corp,Retail REITs,Real Estate,United States,14486730743.0,22465.32174,,1364.585,,,393.445,800.402,7264.818,56.0595698,28.06754824,8.726503657,1364.585,16.46311644,36.65661656,606.0,-4.431600024,61.8546298,
KSS,Kohl's Corp,Department Stores,Consumer Discretionary,United States,7645343981.0,12843.34398,,19433.0,,7996.0,1680.0,2518.0,5198.0,6.961162049,5.100613178,0.407805822,19433.0,0.660903822,7.436434473,36000.0,14.76742841,4.826840941,
KR,Kroger Co/The,Food Retail,Consumer Staples,United States,40740510801.0,60869.5108,2118.8157,137888.0,,30349.0,3477.0,6301.0,20129.0,16.34080827,9.660293731,0.298850105,137888.0,0.441441683,15.18391274,465000.0,12.6875282,1.200249478,
LEG,Leggett & Platt Inc,Home Furnishings,Consumer Discretionary,United States,4800171432.0,6730.571432,461.3904233,5072.6,,1038.3,596.0,833.4,1929.8,11.20106015,8.076039635,0.964431401,5072.6,1.326848447,12.91423401,20300.0,11.95931013,7.932815519,
LEN,Lennar Corp,Homebuilding,Consumer Discretionary,United States,24002603074.0,27802.59307,4445.536832,27130.676,,7364.291,5109.388,5280.333,3620.133,5.437206165,5.265310554,0.940481382,27130.676,1.024765954,5.826802804,10753.0,21.11400914,16.3287896,
JEF,Jefferies Financial Group Inc,Investment Banking & Brokerage,Financials,United States,7810767246.0,6105.426246,2367.623707,8096.547,,7625.677,2336.826,2560.505,-1881.626,2.594468487,2.384461755,1.053718984,8096.547,0.754077787,5.248250892,4508.0,13.40199255,20.67982808,
GRC,Gorman-Rupp Co/The,Industrial Machinery,Industrials,United States,922418297.6,799.1942976,29.85180141,378.316,,95.897,39.356,51.72,-123.224,20.28953921,15.45232594,2.44149628,378.316,2.112504619,31.02631485,1150.0,2.976138365,7.890493661,
LLY,Eli Lilly & Co,Pharmaceuticals,Health Care,United States,255800000000.0,268952.138,5889.824711,28318.4,,21005.6,6357.1,7904.7,12976.1,42.30736311,34.02433211,8.613826378,28318.4,9.497434108,34.29880852,35000.0,42.15434895,19.71050624,
MCFT,MasterCraft Boat Holdings Inc,Leisure Products,Consumer Discretionary,United States,467449564.5,527.5135645,58.8225678,525.808,,129.971,75.953,87.583,53.891,6.577393855,5.682760022,0.782903669,606.861,0.869249407,7.703547399,1500.0,61.09136163,10.68260658,
BBWI,Bath & Body Works Inc,Specialty Stores,Consumer Discretionary,United States,12074319271.0,16107.91327,1626.607801,7881.513,,3855.352,2009.123,2214.296,4033.594,7.318206144,7.274507686,1.145130733,11050.403,2.043759018,8.22484181,22400.0,,16.91908647,
LNC,Lincoln National Corp,Life & Health Insurance,Financials,United States,10740479712.0,14753.47971,1636.593407,19230.0,,,,,4013.0,7.732431715,,0.606636977,19230.0,0.767211634,8.379715595,10966.0,4.220816999,7.306292252,
L,Loews Corp,Property & Casualty Insurance,Financials,United States,15356285148.0,25506.28515,1908.92209,14657.0,,,,,8821.0,9.787523081,,1.096848784,14657.0,1.740211854,15.00674392,10340.0,8.432147524,10.7661868,
LOW,Lowe's Cos Inc,Home Improvement Retail,Consumer Discretionary,United States,150583000000.0,178562.5,6492.464789,96250.0,,32056.0,12093.0,13975.0,27980.0,14.5584959,12.77728086,1.628126679,96249.0,1.855194805,18.71460514,300000.0,,8.770909091,
ORCL,Oracle Corp,Systems Software,Information Technology,United States,206088000000.0,261597.4467,,40479.0,,32624.0,15213.0,18770.0,40455.0,23.85532069,18.6735275,5.068352122,41828.0,6.254122757,18.90825576,132000.0,,33.95834877,
MAXR,Maxar Technologies Inc,Aerospace & Defense,Industrials,United States,2274532104.0,4499.532104,,1770.0,,786.0,176.0,510.0,2224.0,23.91739722,8.822611969,1.247181236,1770.0,2.542108533,23.94800108,4400.0,3.79877664,2.598870056,
PANW,Palo Alto Networks Inc,Systems Software,Information Technology,United States,51626503655.0,52242.50365,,4256.1,,2981.2,-304.1,15.6,704.1,,,10.52251868,4857.5,10.75501877,,10473.0,,-11.72199901,
TRDA,Entrada Therapeutics Inc,Biotechnology,Health Care,United States,277794418.4,360.2494184,,,,,-26.667,-26.341,-39.045,,,,,,,,,,
BTX,Brooklyn ImmunoTherapeutics Inc,Biotechnology,Health Care,United States,92474447.86,71.32218986,,5.8,,2.893,-6.309,-4.276,1.313,,,2.234468049,1.175,60.69973605,,22.0,,-76.12068966,
AURA,Aura Biosciences Inc,,,United States,569897811.0,745.632811,,,,,-22.206,-21.375,-17.393,,,,,,,,,,
MMC,Marsh & McLennan Cos Inc,Insurance Brokers,Financials,United States,75711476071.0,87334.47607,3477.89924,19820.0,,,4312.0,5413.0,11410.0,19.97174875,16.13420951,3.850224471,19820.0,4.406381235,23.80605665,83000.0,20.75880837,15.85771948,
AIRS,AirSculpt Technologies Inc,Health Care Services,Health Care,United States,676027871.1,751.2638711,15.29119191,133.315,,88.779,16.45,23.047,75.236,45.66953624,32.59703524,,,5.635253881,,,,7.914338222,
MAS,Masco Corp,Building Products,Industrials,United States,13044790593.0,15544.79059,603.1453488,8375.0,,2863.0,1405.0,1604.0,2243.0,11.00157867,9.691265956,1.6221001,8375.0,1.856094399,14.56504804,20000.0,,4.895522388,
UDMY,Udemy Inc,Education Services,Consumer Discretionary,United States,1399175274.0,901.2682739,,518.157,,282.133,-75.407,-60.11,-497.907,,,1.068356408,518.157,1.739372958,,,,-14.96187449,
MAT,Mattel Inc,Leisure Products,Consumer Discretionary,United States,7911330614.0,10108.33861,,5457.741,,2626.662,729.562,1046.07,2197.008,13.44433875,9.663156972,1.441317103,5457.751,1.852110354,17.96728058,36300.0,82.61807174,16.54506874,
SELB,Selecta Biosciences Inc,Biotechnology,Health Care,United States,186433275.0,93.659275,,85.077,,,-4.597,-1.322,-92.774,,,2.02913128,85.077,1.100876559,,43.0,,-30.19264901,
SPGI,S&P Global Inc,Financial Exchanges & Data,Financials,United States,133866000000.0,135564.2028,3117.250961,8297.0,,6102.0,4221.0,4521.0,-1806.0,31.94922174,29.98544632,10.96506417,8297.0,16.33894213,28.1017242,22850.0,172.638448,36.44690852,
MDT,Medtronic PLC,Health Care Equipment,Health Care,Ireland,139681000000.0,153786.0592,4468.066752,30117.0,,19634.0,4484.0,7402.0,16587.0,27.03693024,18.32968525,4.40646167,31785.0,4.838321825,23.06371823,90000.0,4.07302286,11.97330411,
CVS,CVS Health Corp,Health Care Services,Health Care,United States,136330000000.0,200110.4579,9807.187524,292111.0,,52048.0,13193.0,20279.0,63474.0,14.21461555,9.867866164,0.468966849,292111.0,0.685049375,14.40261096,300000.0,5.408332467,2.707874746,
MU,Micron Technology Inc,Semiconductors,Information Technology,United States,78720330833.0,74926.33083,6060.503377,27705.0,,10423.0,6283.0,12605.0,-3063.0,9.309931764,5.147453341,2.660256672,29619.0,2.529671185,9.806088179,43000.0,17.16250073,21.15502617,
MSI,Motorola Solutions Inc,Communications Equipment,Information Technology,United States,36925259217.0,41198.25922,1418.16366,8171.0,,4040.0,1667.0,2231.0,4256.0,24.49353055,18.46627486,4.545794362,8171.0,5.04200945,29.70633388,18700.0,,15.23681312,
MUR,Murphy Oil Corp,Oil & Gas Exploration & Production,Energy,United States,5699232162.0,8708.190162,,2275.365,,852.889,281.435,1337.39,2845.473,26.06119767,6.511331894,2.502500575,2275.365,3.827161867,30.13017427,696.0,-1.558823856,-3.237458606,
LH,Laboratory Corp of America Holdings,Health Care Services,Health Care,United States,24863080000.0,29753.58,2538.718778,16120.9,,5624.3,3259.5,4225.3,4869.9,9.056579308,7.041767448,1.595742916,16120.9,1.845652538,10.59481663,75500.0,24.12278031,14.74669528,
THC,Tenet Healthcare Corp,Health Care Facilities,Health Care,United States,9474153293.0,27383.15329,1636.071504,19485.0,,,2653.0,3749.0,14680.0,10.09719674,7.304121977,0.483591088,19485.0,1.405345306,13.70302452,101100.0,173.1060606,4.690787785,
NEM,Newmont Corp,Gold,Materials,United States,58529778876.0,59596.77888,1168.472924,12222.0,,6787.0,1257.0,3580.0,1228.0,47.41191637,16.64714494,4.826981828,12222.0,4.876188748,29.26361044,251.0,,9.540173458,
BFST,Business First Bancshares Inc,Regional Banks,Financials,United States,566671289.6,,,206.22,189.666,,,,-179.952,,,2.505218728,206.22,,9.774102941,648.0,9.868528797,27.48832158,
SNPO,Snap One Holdings Corp,Consumer Electronics,Consumer Discretionary,United States,1388773787.0,1770.053787,,814.113,,339.335,14.123,72.095,574.555,,,198.4781694,814.113,,,,,-3.056578141,
NKE,NIKE Inc,Footwear,Consumer Discretionary,United States,186751000000.0,184370.9717,5981.495121,44538.0,,19962.0,6937.0,8270.0,-663.0,25.71780886,23.30859314,4.030628869,46306.0,3.981578451,30.80198042,73300.0,30.84107613,12.85868247,
NI,NiSource Inc,Multi-Utilities,Utilities,United States,11991288596.0,23604.5886,869.1339089,4899.6,,3507.3,1006.9,1770.9,9741.2,23.41065938,13.32914823,2.376785267,4899.6,4.817656257,20.82041437,7272.0,4.41635933,11.9377092,
NSC,Norfolk Southern Corp,Railroads,Industrials,United States,63989406480.0,77403.40648,3505.575039,11142.0,,,4447.0,5734.0,13414.0,17.40575815,13.4990245,5.919683526,11142.0,6.94699394,22.52492687,18370.0,14.42852327,26.97002334,
ES,Eversource Energy,Electric Utilities,Utilities,United States,28726288077.0,48643.70908,1675.36834,9863.085,,6490.741,1993.321,3340.494,19761.851,24.37767698,14.561831,2.908505975,9863.084,4.931895961,22.00347769,9227.0,2.755384539,12.37469818,
NOC,Northrop Grumman Corp,Aerospace & Defense,Industrials,United States,68712949308.0,79549.94931,7440.755203,35667.0,,7268.0,5651.0,6890.0,10837.0,14.07714552,11.54571108,1.978597386,35667.0,2.230351566,20.12357924,88000.0,54.19833588,19.64000336,
WFC,Wells Fargo & Co,Diversified Banks,Financials,United States,191701000000.0,,,82407.0,78492.0,,,,-100879.0,,,2.488913073,81938.0,,10.25633826,249435.0,10.55193988,27.45247923,
HPE,Hewlett Packard Enterprise Co,"Technology Hardware, Storage & Peripherals",Information Technology,United States,21289722743.0,31547.72274,3703.109005,27784.0,,9376.0,1132.0,3901.0,10582.0,23.23101822,7.74367274,0.768395413,27912.0,1.130256619,10.43341854,59400.0,14.14293083,12.33443709,
NUE,Nucor Corp,Steel,Materials,United States,35430288214.0,39358.45321,6953.732715,36483.939,,11025.414,9256.644,10145.699,3340.76,4.250601874,3.879323959,1.050548827,36483.939,1.078788483,5.506870031,28800.0,51.41555809,18.7136071,
OXY,Occidental Petroleum Corp,Integrated Oil & Gas,Energy,United States,51980660988.0,90189.66099,3537.40081,25956.0,,6845.0,4400.0,13307.0,27709.0,20.34944613,6.777610355,2.004628904,25956.0,3.474713399,22.03847864,11678.0,16.83309015,8.94590846,
OMC,Omnicom Group Inc,Advertising,Communication Services,United States,16627441311.0,19165.34131,1586.110358,14289.4,,,2197.9,2685.8,1689.1,8.560208532,7.135803601,1.192831754,14289.4,1.341227855,12.34822517,71700.0,28.46636625,9.852058169,
OKE,ONEOK Inc,Oil & Gas Storage & Transportation,Energy,United States,28981552861.0,42591.69686,2053.66644,16540.309,,2594.865,2596.259,3235.707,13610.144,16.38457361,13.16302646,1.753172252,16540.309,2.575024255,19.39302572,2847.0,-2.531633254,9.066976923,
